Auto Aligned,Binding Type,Initial Aligned Version,Aligned Note,Manual Inspection Notes,Binding?,Related?,Official?,Main package?,ID,Host Repo IDs,Type,Platform,Name,Repository URL,First Version Date,Versions Count,Binding Host,Description,Repository Name with Owner,Repository Description,Keywords,Licenses,Dependent Projects Count,Status,Dependent Repositories Count,Repository ID,Repository Host Type,Repository Fork?,Repository Stars Count,Repository License,Repository Status,Repository Keywords,Binding Host Normalized,Binding Host Normalized - No Space
N,,,"4, 3 for 1.0.0 and 1 for 1.9.0, see docker file https://github.com/tensorflow/haskell/blob/v0.2.0.0/docker/Dockerfile, and the changelog",,TRUE,TRUE,TRUE,,2279315,3109714,Binding,Hackage,tensorflow,https://github.com/tensorflow/haskell,2017-05-10 22:53:55,4,TensorFlow,Haskell bindings for TensorFlow,tensorflow/haskell,Haskell bindings for TensorFlow,"machine-learning,Propose Tags ",Other,0,,6,14754130,GitHub,FALSE,984,Apache-2.0,,,tensorflow,tensorflow
Y,,,"no 2.x, wrong published 0.13.0, 0.13.1, 1.2.2",,TRUE,FALSE,FALSE,,2290464,3109714,Binding,NuGet,TensorFlowSharp,https://github.com/migueldeicaza/TensorFlowSharp,2017-05-21 3:34:00,31,TensorFlow,.NET Bindings for TensorFlow,migueldeicaza/TensorFlowSharp,TensorFlow API for .NET languages,"machine-learning,tensorflow,xamarin,c#,f#",MIT,5,,30,18726569,GitHub,FALSE,2781,MIT,Removed,"c-sharp,dot-net,f-sharp,machine-learning,mono,tensorflow,xamarin",tensorflow,tensorflow
N,,,"4, 1.2.5 was yanked https://rubygems.org/gems/tensorflow/versions/1.2.5",,TRUE,FALSE,FALSE,,2299279,3109714,Binding,Rubygems,tensorflow,https://github.com/ankane/tensorflow,,4,tensorflow,TensorFlow - the end-to-end machine learning platform - for Ruby,ankane/tensorflow,TensorFlow - the end-to-end machine learning platform - for Ruby,,MIT,0,,0,39323364,GitHub,FALSE,140,MIT,,,,
N,,,"12,  check https://github.com/kieranbrowne/clojure-tensorflow/blob/master/project.clj",,TRUE,FALSE,FALSE,,2607982,3109714,Binding,Clojars,clojure-tensorflow,https://github.com/kieranbrowne/clojure-tensorflow,2018-02-07 13:47:09,12,TensorFlow,A very light layer over Java interop for working with TensorFlow,kieranbrowne/clojure-tensorflow,An extremely light layer over TensorFlow's Java api,,EPL-1.0,0,,0,23762545,GitHub,FALSE,60,EPL-1.0,,"clojure,interop,tensorflow",tensorflow,tensorflow
N,,,"74, Vanilla JavaScript (Pure JS) CPU version, https://www.tensorflow.org/js/guide/nodejs",,TRUE,TRUE,TRUE,,2708448,3109714,Project,NPM,@tensorflow/tfjs,https://github.com/tensorflow/tfjs,2018-03-14 0:16:45,74,,An open-source machine learning framework.,tensorflow/tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,,Apache-2.0,190,,660,34803318,GitHub,FALSE,12417,Apache-2.0,,"deep-learning,deep-neural-network,gpu-acceleration,javascript,machine-learning,neural-network,typescript,wasm,web-assembly,webgl",,
N,,,"CPU version, moved from https://github.com/tensorflow/tfjs-core (until 1.2.7) to https://github.com/tensorflow/tfjs",,TRUE,TRUE,TRUE,,2796830,3109714,Linked Binding,NPM,@tensorflow/tfjs-node,https://github.com/tensorflow/tfjs,2018-05-08 18:06:19,51,,"This repository provides native TensorFlow execution in backend JavaScript applications under the Node.js runtime, accelerated by the TensorFlow C binary under the hood. It provides the same API as [TensorFlow.js](https://js.tensorflow.org/api/latest/).",tensorflow/tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,,Apache-2.0,107,,219,34803318,GitHub,FALSE,12417,Apache-2.0,,"deep-learning,deep-neural-network,gpu-acceleration,javascript,machine-learning,neural-network,typescript,wasm,web-assembly,webgl",,
N,,,,,TRUE,FALSE,FALSE,,2828553,3109714,Binding,Pub,tensorflow,https://github.com/thosakwe/tensorflow.dart,2018-05-21 7:53:01,1,Tensorflow,Native bindings for Tensorflow.,thosakwe/tensorflow.dart,Dart bindings for Tensorflow.,,Apache-2.0,0,,0,35878804,GitHub,FALSE,1,Apache-2.0,,,tensorflow,tensorflow
Y,,,no 2.x,,TRUE,TRUE,TRUE,,3137863,3109714,Linked Binding,Maven,org.tensorflow:parentpom,https://github.com/tensorflow/tensorflow,2017-03-24 6:23:12,31,,Parent POM for the artifacts for TensorFlow for Java,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,,Apache-2.0,0,,0,3109714,GitHub,FALSE,140006,Apache-2.0,,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,neural-network,python,tensorflow",,
Y,,,,,TRUE,TRUE,TRUE,,3798689,3109714,Project,CocoaPods,TensorFlowLiteC,,2019-04-10 0:03:03,92,,TensorFlow Lite,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,,Apache-2.0,0,,8,3109714,GitHub,FALSE,140006,Apache-2.0,,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,neural-network,python,tensorflow",,
N,,,,,TRUE,FALSE,FALSE,,1682828,7226741,Binding,NPM,node-nnpack,https://github.com/silklabs/node-nnpack,2016-09-18 16:42:49,1,NNPACK,Node bindings for NNPACK,silklabs/node-nnpack,Node bindings for NNPACK,NNPACK,MIT,0,,0,13517864,GitHub,FALSE,2,MIT,,,nnpack,nnpack
N,,,,,TRUE,FALSE,FALSE,,1627986,9641756,Binding,Rubygems,openai-gym-ruby,https://github.com/kojix2/openai_gym,,3,OpenAI gym,"OpenAI gym interface for Ruby (for fun, not for serious use)",kojix2/openai_gym,"simple OpenAI Gym interface for Ruby (for fun, not for serious use)",,MIT,0,,0,12978700,GitHub,FALSE,0,MIT,,,openai gym,openaigym
N,,,,,TRUE,FALSE,FALSE,,1929070,9641756,Binding,Rubygems,openai-ruby-client,https://github.com/MatthiasRMS/OpenAi-gym-ruby,,2,OpenAi Gym,Ruby client for OpenAi Gym,MatthiasRMS/OpenAi-gym-ruby,,,MIT,0,,0,16213429,GitHub,FALSE,1,,,,openai gym,openaigym
Y,,,"more releases on PyPI, check https://github.com/openai/gym/blob/master/gym/version.py",,TRUE,TRUE,TRUE,TRUE,1401801,9641756,Project,Pypi,gym,https://github.com/openai/gym,2016-04-27 17:01:35,84,,The OpenAI Gym: A toolkit for developing and comparing your reinforcement learning agents.,openai/gym,A toolkit for developing and comparing reinforcement learning algorithms.,,Other,21,,1781,9641756,GitHub,FALSE,19351,Other,,,,
N,,,,,TRUE,FALSE,FALSE,,2556255,9641756,Binding,Hackage,gym-http-api,https://github.com/stites/gym-http-api,2017-12-04 23:25:20,2,gym,"This library provides a REST client to the gym open-source library. gym-http-api itself provides a python-based REST server to the gym open-source library, allowing development in languages other than python.  Note that the openai/gym-http-api is a monorepo of all language-clients. This hackage library tracks stites/gym-http-api which is the actively-maintained haskell fork.",stites/gym-http-api,API to access OpenAI Gym from other languages via HTTP,"library,mit,program,web,Propose Tags ,openai/gym-http-api,python-based REST server",MIT,0,,0,30733825,GitHub,TRUE,0,MIT,,,gym,gym
N,,,,,TRUE,FALSE,FALSE,,1767424,9641756,Binding,CRAN,gym,https://github.com/paulhendricks/gym-R,,1,OpenAI Gym,Provides Access to the OpenAI Gym API,paulhendricks/gym-R,An R package providing access to the OpenAI Gym API,,MIT,0,,0,14985688,GitHub,FALSE,16,,,,openai gym,openaigym
Y,,,https://github.com/mozilla/DeepSpeech,,TRUE,TRUE,TRUE,TRUE,2524869,10661363,Project,Pypi,deepspeech,https://github.com/mozilla/DeepSpeech,2017-11-17 18:16:34,61,,A library for running inference on a DeepSpeech model,mozilla/DeepSpeech,A TensorFlow implementation of Baidu's DeepSpeech architecture,,MPL-2.0,0,,29,10661363,GitHub,FALSE,12710,MPL-2.0,,"deep-learning,machine-learning,neural-networks,speech-recognition,speech-to-text,tensorflow",,
Y,,,,,TRUE,TRUE,TRUE,,2530459,10661363,Linked Binding,NPM,deepspeech,https://github.com/mozilla/DeepSpeech,2017-11-22 0:45:32,60,,DeepSpeech NodeJS bindings,mozilla/DeepSpeech,A TensorFlow implementation of Baidu's DeepSpeech architecture,,MPL-2.0,5,,23,10661363,GitHub,FALSE,12710,MPL-2.0,,"deep-learning,machine-learning,neural-networks,speech-recognition,speech-to-text,tensorflow",,
Y,,,https://github.com/RustAudio/deepspeech-rs,,TRUE,FALSE,FALSE,,2544751,10661363,Binding,Cargo,deepspeech,https://github.com/RustAudio/deepspeech-rs,2017-11-26 15:25:32,8,DeepSpeech,Rust bindings to Mozilla's DeepSpeech STT implementation,RustAudio/deepspeech-rs,Rust bindings for the deepspeech library,,"MIT,Apache-2.0",0,,1,30453525,GitHub,FALSE,78,Other,,,deepspeech,deepspeech
Y,,,,,TRUE,TRUE,TRUE,,3491004,10661363,Project,NuGet,DeepSpeech,https://github.com/mozilla/DeepSpeech,2018-12-23 12:53:15,6,,A library for running inference with a DeepSpeech model,mozilla/DeepSpeech,A TensorFlow implementation of Baidu's DeepSpeech architecture,"speech,native,speech_recognition",MPL-2.0,0,,0,10661363,GitHub,FALSE,12710,MPL-2.0,,"deep-learning,machine-learning,neural-networks,speech-recognition,speech-to-text,tensorflow",,
N,,,,,TRUE,FALSE,FALSE,,2153490,13090304,Binding,CPAN,AI-NNVMCAPI,,2017-02-13 7:00:14,8,nnvm,Swig interface to nnvm c api,,,,Apache-2.0,1,,0,,,,,,,,nnvm,nnvm
Y,,,,,TRUE,TRUE,TRUE,TRUE,2333363,14331537,Linked Binding,Pypi,lightgbm,https://github.com/microsoft/LightGBM,2017-06-17 10:39:03,20,,LightGBM Python Package,microsoft/LightGBM,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.",,MS-PL,7,,278,14331537,GitHub,FALSE,10242,MIT,,"data-mining,decision-trees,distributed,gbdt,gbm,gbrt,gradient-boosting,kaggle,lightgbm,machine-learning,microsoft,parallel,python,r",,
N,,,,,TRUE,FALSE,FALSE,,3549704,14331537,Binding,NuGet,LightGBMSharp,https://github.com/ttustonic/LightGBMSharp,2018-05-08 19:04:22,1,LightGBM,C# binding for the LightGBM,ttustonic/LightGBMSharp,C# binding for the LightGBM,,MIT,0,,0,34709813,GitHub,FALSE,7,MIT,,,lightgbm,lightgbm
N,,,,,TRUE,FALSE,FALSE,,4314311,14331537,Binding,Rubygems,lightgbm,https://github.com/ankane/lightgbm,,8,LightGBM,LightGBM - the high performance machine learning library - for Ruby,ankane/lightgbm,LightGBM - the high performance machine learning library - for Ruby,,MIT,1,,1,39201685,GitHub,FALSE,33,MIT,,"lightgbm,machine-learning,rubyml",lightgbm,lightgbm
Y,,,do not have alignment btw 0.4.2 ~ 0.14.0a4,,TRUE,FALSE,TRUE,TRUE,772027,15766571,Project,Pypi,rasa,https://github.com/rasahq/rasa,,105,rasa,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",RasaHQ/rasa,"💬 Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",nlp machine-learning machine-learning-library bot bots botkit rasa conversational-agents conversational-ai chatbotchatbot-framework bot-framework,Apache-2.0,0,,32,15766571,GitHub,FALSE,7455,Apache-2.0,,"bot,bot-framework,botkit,bots,chatbot,chatbots,chatbots-framework,conversational-agents,conversational-ai,conversational-bots,luis,machine-learning,machine-learning-library,mitie,natural-language-processing,nlp,nlu,rasa,spacy,wit",,
N,,,"1, client API, no alignment found, https://github.com/Hexastack/rasa-api",,TRUE,FALSE,FALSE,,3691610,15766571,Binding,NPM,rasa-api,https://github.com/Hexastack/rasa-api,2019-02-21 12:01:36,1,rasa,"Implementation of rasa api, provides methods to easily manage your rasa app",Hexastack/rasa-api,rasa-api is a node package that allows you to easily configure and train your NLP through Rasa HTTP API.,"rasa,api,nlp,rasa-api,ai,bot,chatbot,ES6",BSD-4-Clause,0,,0,38080107,GitHub,FALSE,1,Other,,,rasa,rasa
N,,,,,TRUE,FALSE,FALSE,,4256840,15766571,Binding,NPM,rasacli,https://github.com/rgstephens/rasacli,2019-07-23 5:05:24,15,Rasa,Rasa API CLI,rgstephens/rasacli,Rasa API CLI Utility,oclif,MIT,0,,0,39140177,GitHub,FALSE,2,,,,rasa,rasa
Y,,,,,TRUE,TRUE,TRUE,TRUE,2343634,17894687,Project,Pypi,BigDL,https://github.com/intel-analytics/Bigdl,2017-06-27 8:11:51,31,,Distributed Deep Learning Library for Apache Spark,intel-analytics/BigDL,BigDL: Distributed Deep Learning Library for Apache Spark,,Apache-2.0,0,,2,17894687,GitHub,FALSE,3177,Apache-2.0,,"ai,big-data,deep-learning,hadoop,keras,neural-network,python,scala,spark",,
Y,,,,both official,TRUE,TRUE,TRUE,,2592754,17894687,Binding,Maven,com.intel.analytics.bigdl.core.dist:all,https://github.com/intel-analytics/BigDL-core,2018-01-03 3:57:31,8,BigDL,Native library for BigDL.,intel-analytics/BigDL-core,Core HW bindings and optimizations for BigDL,,Apache-2.0,0,,5,22125224,GitHub,FALSE,25,,,,bigdl,bigdl
Y,,,,,TRUE,FALSE,TRUE,TRUE,2198359,18883757,Binding,Pypi,torch,,,16,torch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,,,pytorch machine learning,BSD-1-Clause,77,,2674,,,,,,,,,
N,,,"5, check https://github.com/xamarin/TorchSharp/blame/release/0.2/build/Dependencies.props",,TRUE,FALSE,FALSE,,3393696,18883757,Binding,NuGet,TorchSharp,https://github.com/xamarin/TorchSharp,,5,Torch,.NET Bindings for Torch.,xamarin/TorchSharp,.NET bindings for the Pytorch engine,"DNN,PyTorch,TorchSharp,LibTorch,Torch,DL,ML,Machine,Learning,Neural,Network,Deep",MIT,0,,0,36920587,GitHub,FALSE,108,MIT,,,torch,torch
N,,,"12, https://crates.io/crates/tch, check https://github.com/LaurentMazare/tch-rs/commit/8ac1d9d1494121702e4c09fa1b36cd3b813584f5#diff-2e9d962a08321605940b5a657135052fbcef87b5e360662bb527c96d9a615542",,TRUE,FALSE,FALSE,,3702679,18883757,Binding,Cargo,tch,https://github.com/LaurentMazare/tch-rs,,12,PyTorch,Rust wrappers for the PyTorch C++ api (libtorch).,LaurentMazare/tch-rs,Rust bindings for PyTorch,"machine-learning,deep-learning,pytorch","MIT,Apache-2.0",0,,1,38113379,GitHub,FALSE,394,Other,,"deep-learning,machine-learning,neural-network,pytorch,rust",pytorch,pytorch
N,,,"1, alignment not found, https://github.com/f0nzie/rTorch/tree/v0.0.3",,TRUE,FALSE,FALSE,,4294709,18883757,Binding,CRAN,rTorch,https://github.com/f0nzie/rTorch,,1,PyTorch,R Bindings to 'PyTorch',f0nzie/rTorch,PyTorch bindings for R,,MIT,0,,0,31688181,GitHub,FALSE,24,Other,,"deep-learning,gpu-computing,machine-learning-library,neural-networks,python,r-package,rstats",pytorch,pytorch
Y,,,"4, aligned after 1.3.0",,TRUE,TRUE,TRUE,,4427969,18883757,Linked Binding,CocoaPods,LibTorch,,2019-09-18 0:05:04,4,,The PyTorch C++ library for iOS,pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,,BSD-3-Clause,0,,12,18883757,GitHub,FALSE,35004,Other,,"autograd,deep-learning,gpu,machine-learning,neural-network,numpy,python,tensor",,
Y,,,"released earlier than GitHub, sync from 0.3.1 https://github.com/weld-project/weld/releases",,TRUE,TRUE,TRUE,TRUE,2448779,21966222,Project,Cargo,weld,https://github.com/weld-project/weld,2017-09-04 18:18:19,4,,Weld is a language and runtime for improving the performance of data-intensive applications.,weld-project/weld,High-performance runtime for data analytics applications,,BSD-3-Clause,1,,1,21966222,GitHub,FALSE,1261,BSD-3-Clause,,"analytics,code-generation,data,llvm,machine-learning,pandas,performance,rust,stanford",,
N,,,"6, alignment not found https://pypi.org/project/pyweld/#history",,TRUE,TRUE,TRUE,,2643500,21966222,Project,Pypi,pyweld,https://github.com/weld-project/weld,2017-09-27 20:03:37,6,,High-performance runtime for data analytics applications,weld-project/weld,High-performance runtime for data analytics applications,,BSD-3-Clause,0,,2,21966222,GitHub,FALSE,1261,BSD-3-Clause,,"analytics,code-generation,data,llvm,machine-learning,pandas,performance,rust,stanford",,
N,,,,one eco - unofficial,TRUE,FALSE,FALSE,,2643447,23627772,Binding,Pypi,pyberrynet,https://github.com/wliu2016/PyBerryNet,2017-09-29 14:39:00,2,BerryNet,A Python API for BerryNet: A Gateway for Deep Learning On Raspberry Pi 3,wenlong-liu/PyBerryNet,A Python API for BerryNet: A Gateway for Deep Learning On Raspberry Pi,"RPi3,Python,YOLO,tensorflow",Other,0,,0,28720873,GitHub,FALSE,2,GPL-3.0,,,berrynet,berrynet
N,,,,see this issue (https://github.com/CMU-Perceptual-Computing-Lab/openpose/issues/1250). one eco - unofficial,TRUE,FALSE,FALSE,,3624809,23744105,Binding,NuGet,OpenPoseDotNet,https://github.com/takuya-takeuchi/OpenPoseDotNet,2019-01-15 15:51:00,2,OpenPose,"OpenPose wrapper library written in C++ and C# for Windows, MacOS and Linux  Requirements: openpose.dll (Windows), libopenpose.so (Linux), libopenpose.dylib (MacOSX)",takuya-takeuchi/OpenPoseDotNet,OpenPose wrapper written in C++ and C# for Windows,".net,machinelearning,openpose,human-pose-estimation",MIT,0,,0,37775935,GitHub,FALSE,3,MIT,,"dotnet,human-pose-estimation,machine-learning,openpose,windows",openpose,openpose
Y,,,,,TRUE,FALSE,TRUE,TRUE,2366407,26213560,Binding,Pypi,catboost,,2017-07-17 14:46:45,81,Catboost,Catboost Python Package,,,catboost,Apache-2.0,0,,81,,,,,,,,catboost,catboost
N,,,,add official binding,TRUE,FALSE,FALSE,,3195384,26213560,Binding,NPM,catboost,https://github.com/quickdevel/node-catboost,2018-08-01 7:31:05,3,CatBoost,CatBoost wrapper for Node.js,quickdevel/node-catboost,CatBoost wrapper for Node.js,"catboost,gradient boosting,machine learning",MIT,0,,0,36395878,GitHub,FALSE,0,MIT,,,catboost,catboost
N,,,,add the source package,TRUE,FALSE,FALSE,,4776288,26463085,Binding,NuGet,NcnnDotNet,https://github.com/takuya-takeuchi/NcnnDotNet,2020-01-03 11:58:38,2,ncnn,"ncnn wrapper library written in C++ and C# for Windows, MacOS and Linux  Requirements: Visual C++ 2017 Redistributable Package",takuya-takeuchi/NcnnDotNet,"ncnn .NET wrapper written in C++ and C# for Windows, MacOS and Linux","neural-network,ncnn,.net",MIT,1,,0,41243524,GitHub,FALSE,4,MIT,,"dotnet,linux,macos,ncnn,neural-network,windows",ncnn,ncnn
N,,,"6, not indicated, https://github.com/SeldonIO/seldon-java-wrapper",,TRUE,FALSE,TRUE,,3144531,31205125,Binding,Maven,io.seldon.wrapper:seldon-core-wrapper,https://github.com/SeldonIO/seldon-java-wrapper,2018-04-09 18:32:43,6,seldon-core,Wrapper for seldon-core Java prediction models. Allows easy creation of a Spring Boot app with Tomcat and gRPC servers for handling the microservice APIs for seldon-core.,SeldonIO/seldon-java-wrapper,Wrap java code for use with seldon-core,,Apache-2.0,0,,1,38194855,GitHub,FALSE,0,Apache-2.0,,,seldon core,seldoncore
Y,,,"add a number after the patch number. less in PyPI than GitHub, https://pypi.org/project/seldon-core/#history",,TRUE,TRUE,TRUE,,3469548,31205125,Linked Binding,Pypi,seldon-core,https://github.com/SeldonIO/seldon-core,2018-12-17 12:20:21,15,,Seldon Core client and microservice wrapper,SeldonIO/seldon-core,Machine Learning Deployment for Kubernetes,,Apache-2.0,0,,13,31205125,GitHub,FALSE,1296,Apache-2.0,,"aiops,deployment,kubernetes,machine-learning,machine-learning-operations,mlops,production-machine-learning,serving",,
N,,,,,TRUE,FALSE,FALSE,,3182090,34214892,Binding,Cargo,porcupine-sys,https://github.com/veandco/porcupine-sys,2018-07-23 7:00:12,1,Porcupine,Rust bindings to Porcupine,veandco/porcupine-sys,Rust bindings to Porcupine,,MIT,0,,0,36357183,GitHub,FALSE,3,MIT,,,porcupine,porcupine
N,,,,,TRUE,TRUE,TRUE,,4220373,34214892,Project,NPM,@picovoice/porcupine_manager,https://github.com/Picovoice/Porcupine,2019-07-09 20:37:51,15,,wake word detection & voice command engine running locally in browser,Picovoice/porcupine,On-device wake word detection powered by deep learning.,"wake word,hotword,voice commands,speech recognition,private,offline,realtime,real-time",Apache-2.0,0,,2,34214892,GitHub,FALSE,1853,Apache-2.0,,"android,cortex-m,deep-learning,hotword,hotword-detection,ios,iot,java,javascript,keyword-spotting,python,raspberry-pi,swift,trigger-word-detection,voice-as-an-interface,voice-commands,voice-control,wake-word-detection,wakeword,webassembly",,
N,,,,,TRUE,TRUE,TRUE,,4518057,34214892,Project,Pypi,pvporcupine,https://github.com/Picovoice/porcupine,2019-10-10 3:51:47,4,,On-device wake word detection powered by deep learning.,Picovoice/porcupine,On-device wake word detection powered by deep learning.,,Apache-2.0,0,,0,34214892,GitHub,FALSE,1853,Apache-2.0,,"android,cortex-m,deep-learning,hotword,hotword-detection,ios,iot,java,javascript,keyword-spotting,python,raspberry-pi,swift,trigger-word-detection,voice-as-an-interface,voice-commands,voice-control,wake-word-detection,wakeword,webassembly",,
N,,,"1, alignment unknown, https://github.com/awssat/imageAi",,TRUE,FALSE,FALSE,,4079426,34319630,Binding,Packagist,awssat/imageai,https://github.com/awssat/imageAi,2019-06-11 13:32:04,1,imageAi,Wrapper for imageAi in PHP,awssat/imageAi,Wrapper for imageAi (python) in php,"awssat,imageAi",MIT,0,,0,38985618,GitHub,FALSE,0,MIT,,,imageai,imageai
Y,,,"more releases in PyPI than GitHub, newer releases",,TRUE,TRUE,TRUE,TRUE,4108004,34319630,Project,Pypi,imageai,https://github.com/OlafenwaMoses/ImageAI,2019-06-13 16:33:46,8,,A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities,OlafenwaMoses/ImageAI,A python library built to empower developers to build applications and systems  with self-contained Computer Vision capabilities,,MIT,0,,12,34319630,GitHub,FALSE,4252,MIT,,"ai-practice-recommendations,algorithm,artificial-intelligence,artificial-neural-networks,densenet,detection,gpu,image-prediction,image-recognition,imageai,inceptionv3,machine-learning,object-detection,offline-capable,prediction,python,python3,squeezenet,video",,
Y,,,https://github.com/mlflow/mlflow/blob/v1.13.0/mlflow/R/mlflow/DESCRIPTION,,TRUE,TRUE,TRUE,,3289674,36741211,Linked Binding,CRAN,mlflow,https://github.com/mlflow/mlflow,2018-10-06 0:00:00,10,,Interface to 'MLflow',mlflow/mlflow,Open source platform for the machine learning lifecycle,,Apache-2.0,0,,1,36741211,GitHub,FALSE,5459,Apache-2.0,,"ai,apache-spark,machine-learning,ml,mlflow,model-management",,
N,,,"10, , REST API, https://github.com/Yuhsak/mlflow",,TRUE,FALSE,FALSE,,3472099,36741211,Binding,NPM,mlflow,https://github.com/Yuhsak/mlflow,2018-12-18 10:05:04,10,MLflow,MLflow api client for Node.js,Yuhsak/mlflow,MLflow api client for Node.js,ml-flow,MIT,0,,0,39221426,GitHub,FALSE,0,MIT,,,mlflow,mlflow
Y,,,https://github.com/mlflow/mlflow/blob/v1.13.0/mlflow/java/pom.xml,,TRUE,TRUE,TRUE,,3723319,36741211,Project,Maven,org.mlflow:mlflow-parent,https://github.com/mlflow/mlflow,2018-09-17 15:05:21,5,,Open source platform for the machine learning lifecycle,mlflow/mlflow,Open source platform for the machine learning lifecycle,,Apache-2.0,0,,0,36741211,GitHub,FALSE,5459,Apache-2.0,,"ai,apache-spark,machine-learning,ml,mlflow,model-management",,
Y,,,,,TRUE,TRUE,TRUE,TRUE,3446917,36916440,Project,Pypi,bert-serving-client,https://github.com/hanxiao/bert-as-service,2018-12-06 6:13:23,56,,Mapping a variable-length sentence to a fixed-length vector using BERT model (Client),hanxiao/bert-as-service,Mapping a variable-length sentence to a fixed-length vector using BERT model,bert nlp tensorflow machine learning sentence encoding embedding serving,MIT,1,,17,36916440,GitHub,FALSE,6379,MIT,,"ai,bert,deep-learning,deep-neural-networks,machine-learning,natural-language-processing,natural-language-understanding,nlp,sentence-encoding,tensorflow,word-embedding",,
N,,,,,TRUE,FALSE,FALSE,,4347686,36916440,Binding,NPM,bert-as-service,https://github.com/gafotech/bert-as-service,2019-08-26 18:09:42,2,bert-as-service,bert-as-service client for NodeJS,gafotech/bert-as-service,Node bert-as-service client for mapping variable-length sentences to fixed-length vectors using BERT,"BERT,bert-as-service,NLP,word,vectors,word,embeddings,vectorize",MIT,0,,0,39235001,GitHub,FALSE,0,MIT,,,bert as service,bertasservice
Y,,,"different releases with GitHub tags, https://pypi.org/project/onnxruntime/#history",,TRUE,FALSE,FALSE,,3263375,37310670,Binding,Pypi,onnxruntime,,,9,onnxruntime,ONNX Runtime Python bindings,,,,MIT,0,,33,,,,,,,,,
Y,,,"different releases with GitHub tags, https://github.com/microsoft/onnxruntime/blob/master/VERSION_NUMBER",,TRUE,TRUE,TRUE,,3657657,37310670,Linked Binding,NuGet,Microsoft.ML.OnnxRuntime,https://github.com/Microsoft/onnxruntime,2018-12-01 2:37:15,10,,This package contains ONNX Runtime for .Net platforms,microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance scoring engine for ML models","ONNX,Runtime,Learning,Machine",MIT,3,,8,37310670,GitHub,FALSE,1561,MIT,,"ai-framework,deep-learning,hardware-acceleration,machine-learning,neural-networks,onnx",,
Y,,,check https://github.com/fs-eire/onnxjs-node/blob/v0.0.4/CMakeLists.txt#L29,,TRUE,FALSE,FALSE,,3698104,37310670,Binding,NPM,onnxjs-node,https://github.com/fs-eire/onnxjs-node,2019-02-26 13:19:55,6,ONNXRuntime,a Node.js binding of ONNXRuntime that works seamlessly with ONNX.js,fs-eire/onnxjs-node,ONNX.js node binding (onnxruntime),"ONNXRuntime,ONNX.js",MIT,1,,1,38108864,GitHub,FALSE,0,Other,,,onnxruntime,onnxruntime
N,,,"6, check https://github.com/ankane/onnxruntime/blob/v0.2.1/Rakefile#L23 >=0.2.1,  check https://github.com/ankane/onnxruntime/blob/v0.1.0/test/onnxruntime_test.rb#L5 < 0.2.1",,TRUE,FALSE,FALSE,,4348498,37310670,Binding,Rubygems,onnxruntime,https://github.com/ankane/onnxruntime,,6,onnxruntime,High performance scoring engine for ML models,ankane/onnxruntime,ONNX Runtime - the high performance scoring engine for ML models - for Ruby,,MIT,0,,0,39235971,GitHub,FALSE,15,Other,,,,
